user_id,al farissi,ali ibrahim,alvi syahrini utami,anggina primanita,annisa darmawahyuni,danny matthew saputra,deris stiawan,desty rodiah,dian palupi rini,julian supardi,junia kurniati,kanda januar miraswan,mastura diana marieska,muhammad naufal rachmatullah,novi yusliani,rifkie primartha,rizki kurniati
mhs_251,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mhs_252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mhs_253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mhs_254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mhs_255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mhs_256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mhs_257,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mhs_258,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mhs_259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_260,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mhs_261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mhs_262,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mhs_263,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mhs_264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mhs_265,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mhs_266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mhs_268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mhs_269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mhs_27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mhs_270,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mhs_271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mhs_272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mhs_273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_274,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mhs_275,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mhs_276,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mhs_278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_279,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mhs_28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mhs_282,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_283,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mhs_284,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
